"f4119718-2d50-47fe-9154-cab6fd2d30eb";"kJ";"Kilojoule";0.001;;"93a60a57-a3c8-11da-a746-0800200c9a66"
"f7905d3f-904d-4fdb-829e-54a72fb4c98e";"ft";"Foot (international)";0.3;;"838aaa22-0117-11db-92e3-0800200c9a66"
"f7fe0af2-e764-4984-bb9f-2cbff6cd2f18";"m*a";"Metre times year";1;"ma;my";"326eb58b-e5b3-4cea-b45a-2398c25109f8"
"fa44e424-f37b-419d-8475-723429d63c08";"oz av";"Ounce (avoirdupois); commonly used, but NOT for gold, platinum etc. (see Ounce (troy))";0.02;"oz";"93a60a57-a4c8-11da-a746-0800200c9a66"
"fad23f5c-f841-4369-ba17-2dd297b5fadf";"m3*nmi";"Cubic metre times nautical mile";1.85;;"ff8ed45d-bbfb-4531-8c7b-9b95e52bd41d"
"fb4258af-95b2-4359-af03-9687178df527";"HUF 2000";"Hungarian forint";0.0038;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"fc3604f7-aa93-4aa3-8ae9-8f822874da5f";"Wh";"Watt times hour";0.0036;;"93a60a57-a3c8-11da-a746-0800200c9a66"
"fd100082-4cdf-4932-9282-6bb7d7091bd4";"CZK 2000";"Czech koruna";0.02;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"fe8da65d-f0ea-4496-b13e-1955aaa412d7";"p*km";"Person kilometre";1;"pkm;personkm";"11d161f0-37e3-4d49-bf7a-ff4f31a9e5c7"
"fea33583-ae83-4398-b7fb-7f90fd097269";"qt (US liq)";"Quart (US liquid)";0.000946353;;"93a60a57-a3c8-12da-a746-0800200c9a66"
"ff1a332f-967c-4084-8b01-8d3ca81b3121";"PJ";"PetaJoules";1000000000;;"93a60a57-a3c8-11da-a746-0800200c9a66"
